,Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos,PJ
634,Rubén Alcaraz,es ESP,CC,32-318,26.0,26,2234.0,24.8,2.0,0.0,2.0,1.0,1.0,1.0,13.0,0.0,2.0,1.3,0.7,2.0,16.0,102.0,26.0,0.08,0.0,0.08,0.04,0.04,0.08,0.03,0.11,0.05,0.08,Partidos,
635,Jeremías Ledesma,ar ARG,PO,31-030,25.0,25,2238.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
636,Isaac Carcelen,es ESP,DF,30-326,26.0,24,2099.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.8,1.3,21.0,66.0,48.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Partidos,
637,Chris Ramos,es ESP,"DL,CC",27-056,28.0,23,1979.0,22.0,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,5.8,5.8,1.5,7.3,22.0,23.0,75.0,0.23,0.05,0.27,0.23,0.27,0.26,0.07,0.33,0.26,0.33,Partidos,
638,Fali,es ESP,DF,30-215,23.0,23,1942.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.6,0.6,0.1,0.7,14.0,54.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,Partidos,
639,Javi Hernández,es ESP,DF,25-317,21.0,20,1759.0,19.5,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.2,2.3,21.0,60.0,31.0,0.05,0.1,0.15,0.05,0.15,0.05,0.06,0.12,0.05,0.12,Partidos,
640,Iván Alejo,es ESP,CC,29-033,25.0,20,1563.0,17.4,0.0,2.0,2.0,0.0,0.0,0.0,15.0,0.0,0.5,0.5,1.1,1.6,40.0,27.0,94.0,0.0,0.12,0.12,0.0,0.12,0.03,0.06,0.09,0.03,0.09,Partidos,
641,Roberto Navarro,es ESP,CC,21-337,18.0,14,1098.0,12.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,1.5,2.7,48.0,35.0,65.0,0.0,0.08,0.08,0.0,0.08,0.1,0.12,0.22,0.1,0.22,Partidos,
642,Roger Martí,es ESP,DL,33-071,16.0,14,1045.0,11.6,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,2.2,2.2,2.2,4.3,6.0,9.0,45.0,0.17,0.17,0.34,0.17,0.34,0.19,0.19,0.37,0.19,0.37,Partidos,
643,Gonzalo Escalante,ar ARG,CC,30-353,19.0,13,1229.0,13.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.7,0.7,1.4,2.1,2.0,45.0,7.0,0.0,0.15,0.15,0.0,0.15,0.05,0.1,0.15,0.05,0.15,Partidos,
644,Víctor Chust,es ESP,DF,24-009,13.0,13,1079.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.2,0.3,4.0,43.0,1.0,0.0,0.08,0.08,0.0,0.08,0.01,0.02,0.02,0.01,0.02,Partidos,
645,Lucas,br BRA,DF,22-356,20.0,12,1248.0,13.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,0.9,1.6,22.0,38.0,45.0,0.07,0.0,0.07,0.07,0.07,0.05,0.06,0.12,0.05,0.12,Partidos,
646,Rubén Sobrino,es ESP,"CC,DL",31-287,23.0,11,1103.0,12.3,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.9,0.9,1.8,2.7,15.0,28.0,55.0,0.0,0.08,0.08,0.0,0.08,0.07,0.14,0.22,0.07,0.22,Partidos,
647,Maxi Gómez,uy URU,DL,27-213,23.0,10,952.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.5,1.5,0.5,2.0,13.0,11.0,44.0,0.0,0.0,0.0,0.0,0.0,0.14,0.05,0.19,0.14,0.19,Partidos,
648,Darwin Machís,ve VEN,CC,31-036,18.0,10,750.0,8.3,4.0,0.0,4.0,3.0,1.0,1.0,0.0,1.0,1.4,0.6,0.6,1.2,20.0,15.0,52.0,0.48,0.0,0.48,0.36,0.36,0.17,0.07,0.24,0.07,0.15,Partidos,
649,Álex Fernández,es ESP,"CC,DL",31-151,20.0,9,902.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.7,4.0,36.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Partidos,
650,Luis Hernández,es ESP,DF,34-335,9.0,8,723.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.4,1.3,2.0,31.0,1.0,0.12,0.0,0.12,0.12,0.12,0.12,0.04,0.16,0.12,0.16,Partidos,
651,Jorge Meré,es ESP,DF,26-332,10.0,8,673.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Partidos,
652,Rominigue Kouamé,ml MLI,CC,27-088,14.0,7,686.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,13.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Partidos,
653,Juanmi,es ESP,DL,30-299,6.0,4,378.0,4.2,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,2.2,2.2,0.3,2.4,1.0,2.0,22.0,0.71,0.0,0.71,0.71,0.71,0.52,0.06,0.58,0.52,0.58,Partidos,
654,Joseba Zaldúa,es ESP,"DF,CC",31-264,8.0,4,327.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
655,David Gil,es ESP,PO,30-063,4.0,3,282.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
656,Fede San Emeterio,es ESP,CC,26-364,4.0,3,152.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1,0.1,0.1,0.1,0.0,4.0,0.0,0.59,0.0,0.59,0.59,0.59,0.03,0.05,0.09,0.03,0.09,Partidos,
657,Mamadou Mbaye,sn SEN,DF,25-260,4.0,2,288.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Partidos,
658,Sergi Guardiola,es ESP,"DL,CC",32-290,16.0,1,368.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.7,1.8,9.0,11.0,22.0,0.0,0.24,0.24,0.0,0.24,0.27,0.16,0.44,0.27,0.44,Partidos,
659,Aiham Ousou,sy SYR,DF,24-065,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
660,Brian Ocampo,uy URU,CC,24-263,9.0,0,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,9.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.14,0.14,0.14,Partidos,
661,Álvaro Negredo,es ESP,"DL,CC",38-207,7.0,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.13,0.28,0.16,0.28,Partidos,
662,Diadie Samassékou,ml MLI,CC,28-063,2.0,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Partidos,
663,Karl Etta,cm CMR,DL,20-073,1.0,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
664,José Mari,es ESP,"CC,DL",36-099,3.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,Partidos,
665,Milutin Osmajić,me MNE,CC,24-233,1.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.8,2.26,1.46,2.26,Partidos,
666,Moussa Diakité,ml MLI,CC,20-131,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
667,José Antonio,es ESP,DL,19-230,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
668,Álvaro Bastida,es ESP,CC,19-307,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
669,Alejandro Morata,es ESP,DF,17-252,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
670,Aristide Njalla,cm CMR,CC,20-336,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
671,Victor Wehbi,br BRA,PO,21-149,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
672,Total del equipo,,,29.2,28.0,308,2520.0,28.0,20.0,13.0,33.0,18.0,2.0,2.0,83.0,6.0,24.3,22.8,16.4,39.2,306.0,699.0,684.0,0.71,0.46,1.18,0.64,1.11,0.87,0.59,1.45,0.81,1.4,,
673,Total del oponente,,,28.1,28.0,308,2520.0,28.0,38.0,26.0,64.0,36.0,2.0,2.0,73.0,4.0,38.5,37.0,29.3,66.2,584.0,1274.0,1260.0,1.36,0.93,2.29,1.29,2.21,1.37,1.05,2.42,1.32,2.37,,
674,Carlos Neva,es ESP,DF,27-276,,26,2248.0,25.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,2.5,2.6,30.0,72.0,68.0,0.0,0.08,0.08,0.0,0.08,0.0,0.1,0.1,0.0,0.1,Partidos,26.0
675,Ignasi Miquel,es ESP,DF,31-168,,25,2272.0,25.2,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.3,1.3,1.0,2.3,5.0,64.0,6.0,0.04,0.04,0.08,0.04,0.08,0.05,0.04,0.09,0.05,0.09,Partidos,26.0
676,Myrto Uzuni,al ALB,"DL,CC",28-288,,23,2017.0,22.4,9.0,1.0,10.0,6.0,3.0,4.0,2.0,0.0,9.9,6.8,2.5,9.3,18.0,14.0,75.0,0.4,0.04,0.45,0.27,0.31,0.44,0.11,0.56,0.3,0.41,Partidos,27.0
677,Ricard Sánchez,es ESP,DF,24-021,,22,1974.0,21.9,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,0.5,0.5,1.8,2.3,41.0,68.0,88.0,0.14,0.0,0.14,0.14,0.14,0.02,0.08,0.1,0.02,0.1,Partidos,25.0
678,Gerard Gumbau,es ESP,CC,29-087,,21,1789.0,19.9,0.0,3.0,3.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,3.0,4.0,14.0,100.0,18.0,0.0,0.15,0.15,0.0,0.15,0.05,0.15,0.2,0.05,0.2,Partidos,24.0
679,Sergio Ruiz,es ESP,CC,29-089,,20,1725.0,19.2,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.8,1.3,25.0,80.0,13.0,0.0,0.1,0.1,0.0,0.1,0.03,0.04,0.07,0.03,0.07,Partidos,25.0
680,Lucas Boyé,ar ARG,DL,28-015,,19,1584.0,17.6,3.0,3.0,6.0,3.0,0.0,0.0,5.0,1.0,3.5,3.5,2.2,5.7,23.0,41.0,71.0,0.17,0.17,0.34,0.17,0.34,0.2,0.13,0.33,0.2,0.33,Partidos,20.0
681,Bryan Zaragoza,es ESP,"CC,DL",22-324,,18,1638.0,18.2,6.0,2.0,8.0,5.0,1.0,1.0,5.0,0.0,3.8,3.0,3.3,6.3,100.0,36.0,127.0,0.33,0.11,0.44,0.27,0.38,0.21,0.18,0.39,0.16,0.35,Partidos,21.0
682,Gonzalo Villar,es ESP,CC,25-357,,17,1419.0,15.8,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,1.6,1.6,1.3,2.9,17.0,55.0,19.0,0.06,0.19,0.25,0.06,0.25,0.1,0.08,0.19,0.1,0.19,Partidos,24.0
683,André Ferreira,pt POR,PO,27-290,,14,1340.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,15.0
684,Óscar Melendo,es ESP,"CC,DL",26-204,,13,972.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.4,0.8,19.0,37.0,24.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Partidos,21.0
685,Raúl Torrente,es ESP,DF,22-185,,11,1035.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.4,0.6,2.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Partidos,14.0
686,Augusto Batalla,ar ARG,PO,27-319,,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,9.0
687,Miguel Ángel Rubio,es ESP,DF,26-003,,8,751.0,8.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.1,0.6,2.0,12.0,0.0,0.12,0.0,0.12,0.12,0.12,0.06,0.01,0.07,0.06,0.07,Partidos,10.0
688,José Callejón,es ESP,"CC,DL",37-032,,7,637.0,7.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,1.9,8.0,24.0,38.0,0.0,0.14,0.14,0.0,0.14,0.15,0.12,0.26,0.15,0.26,Partidos,19.0
689,Bruno Méndez,uy URU,DF,24-186,,6,556.0,6.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,4.0,12.0,1.0,0.16,0.0,0.16,0.16,0.16,0.05,0.01,0.06,0.05,0.06,Partidos,7.0
690,Antonio Puertas,es ESP,"CC,DL",32-022,,5,631.0,7.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,2.3,1.6,0.6,2.2,18.0,19.0,41.0,0.0,0.29,0.29,0.0,0.29,0.33,0.09,0.42,0.22,0.31,Partidos,23.0
691,Álvaro Carreras,es ESP,"CC,DL",20-357,,5,475.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.8,13.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.15,0.07,0.15,Partidos,13.0
692,Facundo Pellistri,uy URU,"CC,DL",22-085,,5,423.0,4.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.2,1.5,17.0,13.0,33.0,0.21,0.21,0.43,0.21,0.43,0.3,0.05,0.34,0.3,0.34,Partidos,5.0
693,Martin Hongla,cm CMR,"CC,DF",25-364,,4,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Partidos,6.0
694,Raúl Fernández,es ESP,PO,36-001,,4,280.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,4.0
695,Kamil Piątkowski,pl POL,DF,23-267,,4,261.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,0.7,0.0,0.8,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,Partidos,4.0
696,Wilson Manafá,pt POR,"DF,CC",29-235,,3,240.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Partidos,4.0
697,Matias Arezo,uy URU,DL,21-114,,2,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.3,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.15,0.12,0.15,Partidos,7.0
698,Víctor Díaz,es ESP,"DF,CC",35-276,,2,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,4.0
699,Faitout Maouassa,fr FRA,"DF,CC",25-252,,1,160.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.6,8.0,5.0,10.0,0.0,0.56,0.56,0.0,0.56,0.07,0.23,0.29,0.07,0.29,Partidos,4.0
700,Jesús Vallejo,es ESP,DF,27-069,,1,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,3.0
701,Kamil Jóźwiak,pl POL,CC,25-327,,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Partidos,4.0
702,Samuel Omorodion,es ESP,DL,19-314,,1,80.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.0,0.0,3.0,1.13,0.0,1.13,1.13,1.13,0.78,0.05,0.84,0.78,0.84,Partidos,1.0
703,Njegoš Petrović,rs SRB,"CC,DL",24-240,,0,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Partidos,10.0
704,Famara Diedhiou,sn SEN,"DL,CC",31-090,,0,89.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.2,0.7,5.0,0.0,19.0,0.0,1.01,1.01,0.0,1.01,0.5,0.21,0.71,0.5,0.71,Partidos,8.0
705,Shon Weissman,il ISR,DL,28-029,,0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Partidos,5.0
706,Theo Corbeanu,ca CAN,CC,21-302,,0,48.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,3.0,3.0,4.0,1.87,0.0,1.87,1.87,1.87,0.35,0.0,0.35,0.35,0.35,Partidos,3.0
707,Adri Bosch,es ESP,DF,22-279,,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,1.0
708,Alberto Soro,es ESP,CC,25-005,,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.0,0.51,Partidos,1.0
709,Alberto Perea,es ESP,"CC,DL",33-086,,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87,4.87,0.0,4.87,Partidos,2.0
710,Fran Árbol,es ESP,PO,17-258,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
711,Eghosa Bello,ng NGA,DL,19-363,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
712,Mario González,es ESP,CC,20-038,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
713,Adrián López,es ESP,PO,25-065,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
714,Marc Martínez,es ESP,PO,33-345,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
715,Pablo Saenz,,DL,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
716,Lassina Sangare,ci CIV,CC,22-115,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
717,Pol Tristán,es ESP,PO,21-362,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
718,Total del equipo,,,27.4,,297,2430.0,27.0,28.0,23.0,51.0,24.0,4.0,6.0,68.0,3.0,31.5,26.8,22.7,49.5,388.0,732.0,720.0,1.04,0.85,1.89,0.89,1.74,1.17,0.84,2.01,0.99,1.83,,27.0
719,Total del oponente,,,27.8,,297,2430.0,27.0,55.0,40.0,95.0,52.0,3.0,4.0,71.0,4.0,46.2,43.0,30.9,73.9,509.0,1036.0,1028.0,2.04,1.48,3.52,1.93,3.41,1.71,1.14,2.85,1.59,2.74,,27.0
720,Luís Maximiano,pt POR,PO,25-069,25.0,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
721,Édgar González,es ESP,"DF,CC",26-348,24.0,24,1990.0,22.1,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,2.2,2.2,0.2,2.4,4.0,62.0,4.0,0.09,0.0,0.09,0.09,0.09,0.1,0.01,0.11,0.1,0.11,Partidos,
722,Adri Embarba,es ESP,"DL,CC",31-312,26.0,21,1719.0,19.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.2,2.2,3.0,5.2,74.0,38.0,123.0,0.05,0.0,0.05,0.05,0.05,0.12,0.16,0.27,0.12,0.27,Partidos,
723,Lucas Robertone,ar ARG,CC,26-362,24.0,21,1678.0,18.6,0.0,5.0,5.0,0.0,0.0,0.0,8.0,0.0,0.8,0.8,2.3,3.1,28.0,98.0,29.0,0.0,0.27,0.27,0.0,0.27,0.04,0.12,0.17,0.04,0.17,Partidos,
724,Dion Lopy,sn SEN,CC,22-041,26.0,20,1717.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.1,2.1,23.0,84.0,18.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,Partidos,
725,Sergio Arribas,es ESP,"CC,DL",22-166,28.0,19,1751.0,19.5,6.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,7.0,7.0,3.0,10.0,44.0,66.0,79.0,0.31,0.15,0.46,0.31,0.46,0.36,0.16,0.51,0.36,0.51,Partidos,
726,Sergio Akieme,es ESP,DF,26-089,19.0,19,1675.0,18.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,2.2,3.3,27.0,28.0,72.0,0.11,0.0,0.11,0.11,0.11,0.06,0.12,0.18,0.06,0.18,Partidos,
727,Juan Brandáriz,es ESP,DF,25-012,22.0,18,1669.0,18.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.4,1.5,9.0,50.0,4.0,0.0,0.05,0.05,0.0,0.05,0.0,0.08,0.08,0.0,0.08,Partidos,
728,Iddrisu Baba,gh GHA,CC,28-052,22.0,14,1379.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.6,1.3,1.0,60.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Partidos,
729,Largie Ramazani,be BEL,"DL,CC",23-016,25.0,14,1323.0,14.7,3.0,4.0,7.0,3.0,0.0,0.0,8.0,1.0,4.0,4.0,4.8,8.8,49.0,32.0,83.0,0.2,0.27,0.48,0.2,0.48,0.27,0.33,0.6,0.27,0.6,Partidos,
730,Léo Baptistão,br BRA,DL,31-201,22.0,14,1228.0,13.6,4.0,0.0,4.0,4.0,0.0,0.0,5.0,1.0,3.7,3.7,1.6,5.3,15.0,33.0,54.0,0.29,0.0,0.29,0.29,0.29,0.26,0.12,0.38,0.26,0.38,Partidos,
731,César Montes,mx MEX,DF,27-019,14.0,14,1169.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.0,0.6,6.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Partidos,
732,Pubill,es ESP,DF,20-268,14.0,13,1095.0,12.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.7,1.1,33.0,22.0,48.0,0.08,0.08,0.16,0.08,0.16,0.03,0.05,0.09,0.03,0.09,Partidos,
733,Gonzalo Melero,es ESP,"CC,DL",30-072,22.0,9,931.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.7,1.7,1.2,2.9,21.0,41.0,31.0,0.0,0.1,0.1,0.0,0.1,0.17,0.11,0.28,0.17,0.28,Partidos,
734,Alejandro Pozo Pozo,es ESP,"DF,CC",25-021,17.0,8,845.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.6,1.0,20.0,42.0,58.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11,Partidos,
735,Luis Javier Suárez,co COL,"DL,CC",26-103,10.0,8,718.0,8.0,4.0,0.0,4.0,3.0,1.0,1.0,2.0,0.0,5.5,4.7,0.4,5.1,26.0,14.0,40.0,0.5,0.0,0.5,0.38,0.38,0.69,0.04,0.73,0.59,0.64,Partidos,
736,Álex Centelles,es ESP,DF,26-127,8.0,6,528.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,1.3,10.0,13.0,25.0,0.0,0.17,0.17,0.0,0.17,0.01,0.22,0.23,0.01,0.23,Partidos,
